+ACI-Gas, natural, 36.6 MJ per m3+ACI-,Resources/in ground,Volume,m3,0.040761638,,,undefined,,,,
Gold,Elementary flows/Resource/in ground,Mass,kg,9.8473685E+AC0-10,,,undefined,,,,
+ACI-Gold, Au 1.1E+AC0-4+ACU-, Ag 4.2E+AC0-3+ACU-, in ore+ACI-,Elementary flows/Resource/in ground,Mass,kg,4.4849349E+AC0-10,,,undefined,,,,
+ACI-Gold, Au 1.3E+AC0-4+ACU-, Ag 4.6E+AC0-5+ACU-, in ore+ACI-,Elementary flows/Resource/in ground,Mass,kg,8.2243978E+AC0-10,,,undefined,,,,
+ACI-Gold, Au 2.1E+AC0-4+ACU-, Ag 2.1E+AC0-4+ACU-, in ore+ACI-,Elementary flows/Resource/in ground,Mass,kg,0.0000000015040817,,,undefined,,,,
+ACI-Gold, Au 4.3E+AC0-4+ACU-, in ore+ACI-,Elementary flows/Resource/in ground,Mass,kg,3.727724E+AC0-10,,,undefined,,,,
+ACI-Gold, Au 4.9E+AC0-5+ACU-, in ore+ACI-,Elementary flows/Resource/in ground,Mass,kg,8.9283769E+AC0-10,,,undefined,,,,
+ACI-Gold, Au 6.7E+AC0-4+ACU-, in ore+ACI-,Elementary flows/Resource/in ground,Mass,kg,0.0000000013822579,,,undefined,,,,
+ACI-Gold, Au 7.1E+AC0-4+ACU-, in ore+ACI-,Elementary flows/Resource/in ground,Mass,kg,0.000000001558639,,,undefined,,,,
+ACI-Gold, Au 9.7E+AC0-4+ACU-, Ag 9.7E+AC0-4+ACU-, Zn 0.63+ACU-, Cu 0.38+ACU-, Pb 0.014+ACU-, in ore+ACI-,Elementary flows/Resource/in ground,Mass,kg,9.3396887E+AC0-11,,,undefined,,,,
Granite,Resources/in ground,Mass,kg,3.1780823E+AC0-13,,,undefined,,,,
Gravel,Elementary flows/Resource/in ground,Mass,kg,0.031571824,,,undefined,,,,
Gypsum,Elementary flows/Resource/in ground,Mass,kg,0.000080169339,,,undefined,,,,
+ACI-Indium, 0.005+ACU- in sulfide, In 0.003+ACU-, Pb, Zn, Ag, Cd+ACI-,Elementary flows/Resource/in ground,Mass,kg,0.0000000027044593,,,undefined,,,,
+ACI-Iodine, 0.03+ACU- in water+ACI-,Elementary flows/Resource/in water,Mass,kg,0.00010464479,,,undefined,,,,
Iron,Elementary flows/Resource/in ground,Mass,kg,0.0028482631,,,undefined,,,,
+ACI-Kaolinite, 24+ACU- in crude ore+ACI-,Elementary flows/Resource/in ground,Mass,kg,0.00000066919921,,,undefined,,,,
+ACI-Kieserite, 25+ACU- in crude ore+ACI-,Elementary flows/Resource/in ground,Mass,kg,0.000000007430855,,,undefined,,,,
Lead,Elementary flows/Resource/in ground,Mass,kg,0.000007298052,,,undefined,,,,
+ACI-Lithium, 0.15+ACU- in brine+ACI-,Elementary flows/Resource/in ground,Mass,kg,0.00000016962144,,,undefined,,,,
+ACI-Magnesite, 60+ACU- in crude ore+ACI-,Elementary flows/Resource/in ground,Mass,kg,0.000022634877,,,undefined,,,,
+ACI-Magnesium, 0.13+ACU- in water+ACI-,Elementary flows/Resource/in water,Mass,kg,0.000000040862137,,,undefined,,,,
+ACI-Manganese, 35.7+ACU- in sedimentary deposit, 14.2+ACU- in crude ore+ACI-,Elementary flows/Resource/in ground,Mass,kg,0.000025802336,,,undefined,,,,
+ACI-Metamorphous rock, graphite containing+ACI-,Elementary flows/Resource/in ground,Mass,kg,0.00000033530037,,,undefined,,,,
Molybdenum,Elementary flows/Resource/in ground,Mass,kg,0.00000024559179,,,undefined,,,,
+ACI-Molybdenum, 0.010+ACU- in sulfide, Mo 8.2E+AC0-3+ACU- and Cu 1.83+ACU- in crude ore+ACI-,Elementary flows/Resource/in ground,Mass,kg,0.0000013256645,,,undefined,,,,
+ACI-Molybdenum, 0.014+ACU- in sulfide, Mo 8.2E+AC0-3+ACU- and Cu 0.81+ACU- in crude ore+ACI-,Elementary flows/Resource/in ground,Mass,kg,0.00000018728926,,,undefined,,,,
+ACI-Molybdenum, 0.022+ACU- in sulfide, Mo 8.2E+AC0-3+ACU- and Cu 0.36+ACU- in crude ore+ACI-,Elementary flows/Resource/in ground,Mass,kg,0.00000012333459,,,undefined,,,,
+ACI-Molybdenum, 0.025+ACU- in sulfide, Mo 8.2E+AC0-3+ACU- and Cu 0.39+ACU- in crude ore+ACI-,Elementary flows/Resource/in ground,Mass,kg,0.0000006862856,,,undefined,,,,
+ACI-Nickel, 1.13+ACU- in sulfide, Ni 0.76+ACU- and Cu 0.76+ACU- in crude ore+ACI-,Elementary flows/Resource/in ground,Mass,kg,0.000017169696,,,undefined,,,,
+ACI-Nickel, 1.98+ACU- in silicates, 1.04+ACU- in crude ore+ACI-,Elementary flows/Resource/in ground,Mass,kg,0.00023237475,,,undefined,,,,
+ACI-Occupation, annual crop, non+AC0-irrigated+ACI-,Resources/land,Area+ACo-time,m2+ACo-a,6.8965769,,,undefined,,,,
+ACI-Occupation, annual crop, non+AC0-irrigated, fallow+ACI-,Resources/land,Area+ACo-time,m2+ACo-a,0.0000000056896634,,,undefined,,,,
+ACI-Occupation, construction site+ACI-,Elementary flows/Resource/land,Area+ACo-time,m2+ACo-a,0.010098546,,,undefined,,,,
+ACI-Occupation, dump site+ACI-,Elementary flows/Resource/land,Area+ACo-time,m2+ACo-a,0.000057824287,,,undefined,,,,
+ACI-Occupation, dump site, benthos+ACI-,Elementary flows/Resource/land,Area+ACo-time,m2+ACo-a,0.000010421951,,,undefined,,,,
+ACI-Occupation, forest, extensive+ACI-,Resources/Unspecified,Area+ACo-time,m2+ACo-a,0.0086676907,,,undefined,,,,
+ACI-Occupation, forest, intensive, normal+ACI-,Elementary flows/Resource/land,Area+ACo-time,m2+ACo-a,0.000011149162,,,undefined,,,,
+ACI-Occupation, forest, intensive, normal+ACI-,Elementary flows/Resource/land,Area+ACo-time,m2+ACo-a,0.000049497419,,,undefined,,,,
+ACI-Occupation, forest, intensive, short+AC0-cycle+ACI-,Elementary flows/Resource/land,Area+ACo-time,m2+ACo-a,0.00019755214,,,undefined,,,,
+ACI-Occupation, industrial area, benthos+ACI-,Elementary flows/Resource/land,Area+ACo-time,m2+ACo-a,0.0000001048478,,,undefined,,,,
+ACI-Occupation, industrial area, built up+ACI-,Elementary flows/Resource/land,Area+ACo-time,m2+ACo-a,0.00011640113,,,undefined,,,,
+ACI-Occupation, industrial area, built up+ACI-,Elementary flows/Resource/land,Area+ACo-time,m2+ACo-a,0.00020244616,,,undefined,,,,
+ACI-Occupation, industrial area, vegetation+ACI-,Elementary flows/Resource/land,Area+ACo-time,m2+ACo-a,0.000064837346,,,undefined,,,,
+ACI-Occupation, mineral extraction site+ACI-,Elementary flows/Resource/land,Area+ACo-time,m2+ACo-a,0.00077183929,,,undefined,,,,
+ACI-Occupation, oil and gas extraction site+ACI-,Resources/Unspecified,Area+ACo-time,m2+ACo-a,5.472618E+AC0-12,,,undefined,,,,
+ACI-Occupation, permanent crop, fruit, intensive+ACI-,Elementary flows/Resource/land,Area+ACo-time,m2+ACo-a,0.0000010946134,,,undefined,,,,
+ACI-Occupation, shrub land, sclerophyllous+ACI-,Elementary flows/Resource/land,Area+ACo-time,m2+ACo-a,0.0000047888097,,,undefined,,,,
+ACI-Occupation, traffic area+ACI-,Resources/land,Area+ACo-time,m2+ACo-a,0.00029316626,,,undefined,,,,
+ACI-Occupation, traffic area, rail network+ACI-,Elementary flows/Resource/land,Area+ACo-time,m2+ACo-a,0.000032117485,,,undefined,,,,
+ACI-Occupation, traffic area, road embankment+ACI-,Elementary flows/Resource/land,Area+ACo-time,m2+ACo-a,0.000029045379,,,undefined,,,,
+ACI-Occupation, traffic area, road embankment+ACI-,Elementary flows/Resource/land,Area+ACo-time,m2+ACo-a,0.000018702749,,,undefined,,,,
+ACI-Occupation, traffic area, road network+ACI-,Elementary flows/Resource/land,Area+ACo-time,m2+ACo-a,0.00015591885,,,undefined,,,,
+ACI-Occupation, urban, discontinuously built+ACI-,Elementary flows/Resource/land,Area+ACo-time,m2+ACo-a,0.00000025612715,,,undefined,,,,
+ACI-Occupation, urban, green areas+ACI-,Resources/Unspecified,Area+ACo-time,m2+ACo-a,0.003247689,,,undefined,,,,
+ACI-Occupation, water bodies, artificial+ACI-,Elementary flows/Resource/land,Area+ACo-time,m2+ACo-a,0.00021774061,,,undefined,,,,
+ACI-Occupation, water courses, artificial+ACI-,Elementary flows/Resource/land,Area+ACo-time,m2+ACo-a,0.000033786924,,,undefined,,,,
+ACI-Oil, crude+ACI-,Elementary flows/Resource/in ground,Mass,kg,0.037156276,,,undefined,,,,
Olivine,Elementary flows/Resource/in ground,Mass,kg,0.0000000044913828,,,undefined,,,,
Oxygen,Elementary flows/Resource/in air,Mass,kg,0.046835583,,,undefined,,,,
+ACI-Pd, Pd 2.0E+AC0-4+ACU-, Pt 4.8E+AC0-4+ACU-, Rh 2.4E+AC0-5+ACU-, Ni 3.7E+AC0-2+ACU-, Cu 5.2E+AC0-2+ACU- in ore+ACI-,Elementary flows/Resource/in ground,Mass,kg,1.3096067E+AC0-10,,,undefined,,,,
+ACI-Pd, Pd 7.3E+AC0-4+ACU-, Pt 2.5E+AC0-4+ACU-, Rh 2.0E+AC0-5+ACU-, Ni 2.3E+//0AJQ-, Cu 3.2E+//0AJQ- in ore+ACI-,Elementary flows/Resource/in ground,Mass,kg,3.1472203E+AC0-10,,,undefined,,,,
Peat,Elementary flows/Resource/biotic,Mass,kg,0.00000022161493,,,undefined,,,,
Phosphorus,Elementary flows/Resource/in ground,Mass,kg,0.00054755987,,,undefined,,,,
+ACI-Phosphorus, 18+ACU- in apatite, 4+ACU- in crude ore+ACI-,Elementary flows/Resource/in ground,Mass,kg,0.010191712,,,undefined,,,,
+ACI-Pt, Pt 2.5E+AC0-4+ACU-, Pd 7.3E+AC0-4+ACU-, Rh 2.0E+AC0-5+ACU-, Ni 2.3E+//0AJQ-, Cu 3.2E+//0AJQ- in ore+ACI-,Elementary flows/Resource/in ground,Mass,kg,1.4043502E+AC0-12,,,undefined,,,,
+ACI-Pt, Pt 4.8E+AC0-4+ACU-, Pd 2.0E+AC0-4+ACU-, Rh 2.4E+AC0-5+ACU-, Ni 3.7E+AC0-2+ACU-, Cu 5.2E+AC0-2+ACU- in ore+ACI-,Elementary flows/Resource/in ground,Mass,kg,5.034485E+AC0-12,,,undefined,,,,
+ACI-Rh, Rh 2.0E+AC0-5+ACU-, Pt 2.5E+AC0-4+ACU-, Pd 7.3E+AC0-4+ACU-, Ni 2.3E+//0AJQ-, Cu 3.2E+//0AJQ- in ore+ACI-,Elementary flows/Resource/in ground,Mass,kg,1.0147938E+AC0-12,,,undefined,,,,
+ACI-Rh, Rh 2.4E+AC0-5+ACU-, Pt 4.8E+AC0-4+ACU-, Pd 2.0E+AC0-4+ACU-, Ni 3.7E+AC0-2+ACU-, Cu 5.2E+AC0-2+ACU- in ore+ACI-,Elementary flows/Resource/in ground,Mass,kg,3.178448E+AC0-12,,,undefined,,,,
+ACI-Rhenium, in crude ore+ACI-,Elementary flows/Resource/in ground,Mass,kg,1.8404787E+AC0-12,,,undefined,,,,
+ACI-Sand, unspecified+ACI-,Elementary flows/Resource/in ground,Mass,kg,0.0000025854802,,,undefined,,,,
Shale,Elementary flows/Resource/in ground,Mass,kg,0.000000036115473,,,undefined,,,,
+ACI-Silver, 0.007+ACU- in sulfide, Ag 0.004+ACU-, Pb, Zn, Cd, In+ACI-,Elementary flows/Resource/in ground,Mass,kg,0.000000012220167,,,undefined,,,,
+ACI-Silver, 3.2ppm in sulfide, Ag 1.2ppm, Cu and Te, in crude ore+ACI-,Elementary flows/Resource/in ground,Mass,kg,0.0000000087511465,,,undefined,,,,
+ACI-Silver, Ag 2.1E+AC0-4+ACU-, Au 2.1E+AC0-4+ACU-, in ore+ACI-,Elementary flows/Resource/in ground,Mass,kg,8.0553902E+AC0-10,,,undefined,,,,
+ACI-Silver, Ag 4.2E+AC0-3+ACU-, Au 1.1E+AC0-4+ACU-, in ore+ACI-,Elementary flows/Resource/in ground,Mass,kg,0.0000000018397583,,,undefined,,,,
+ACI-Silver, Ag 4.6E+AC0-5+ACU-, Au 1.3E+AC0-4+ACU-, in ore+ACI-,Elementary flows/Resource/in ground,Mass,kg,0.0000000018032713,,,undefined,,,,
+ACI-Silver, Ag 9.7E+AC0-4+ACU-, Au 9.7E+AC0-4+ACU-, Zn 0.63+ACU-, Cu 0.38+ACU-, Pb 0.014+ACU-, in ore+ACI-,Elementary flows/Resource/in ground,Mass,kg,0.0000000011898964,,,undefined,,,,
Sodium chloride,Elementary flows/Resource/in ground,Mass,kg,0.0086725652,,,undefined,,,,
Sodium nitrate,Elementary flows/Resource/in ground,Mass,kg,8.6863983E+AC0-15,,,undefined,,,,
Sodium sulfate,Elementary flows/Resource/in ground,Mass,kg,0.0000028417326,,,undefined,,,,
Stibnite,Elementary flows/Resource/in ground,Mass,kg,2.7423734E+AC0-12,,,undefined,,,,
Sulfur,Resources/in ground,Mass,kg,0.000048332593,,,undefined,,,,
+ACI-Sylvite, 25 +ACU- in sylvinite+ACI-,Elementary flows/Resource/in ground,Mass,kg,0.000050421699,,,undefined,,,,
Talc,Elementary flows/Resource/in ground,Mass,kg,0.000000038621668,,,undefined,,,,
+ACI-Tantalum, 81.9+ACU- in tantalite, 1.6E+AC0-4+ACU- in crude ore+ACI-,Elementary flows/Resource/in ground,Mass,kg,0.0000000092922194,,,undefined,,,,
+ACI-Tellurium, 0.5ppm in sulfide, Te 0.2ppm, Cu and Ag, in crude ore+ACI-,Elementary flows/Resource/in ground,Mass,kg,0.0000000013126938,,,undefined,,,,
+ACI-Tin, 79+ACU- in cassiterite, 0.1+ACU- in crude ore+ACI-,Elementary flows/Resource/in ground,Mass,kg,0.00000034930645,,,undefined,,,,
+ACI-TiO2, 54+ACU- in ilmenite, 2.6+ACU- in crude ore+ACI-,Elementary flows/Resource/in ground,Mass,kg,0.0000091033462,,,undefined,,,,
+ACI-TiO2, 95+ACU- in rutile, 0.40+ACU- in crude ore+ACI-,Elementary flows/Resource/in ground,Mass,kg,4.2790639E+AC0-11,,,undefined,,,,
+ACI-Transformation, from arable+ACI-,Elementary flows/Resource/land,Area,m2,0.00000010558171,,,undefined,,,,
+ACI-Transformation, from arable, non+AC0-irrigated+ACI-,Elementary flows/Resource/land,Area,m2,0.000033561511,,,undefined,,,,
+ACI-Transformation, from arable, non+AC0-irrigated, fallow+ACI-,Elementary flows/Resource/land,Area,m2,0.000000020596788,,,undefined,,,,
+ACI-Transformation, from dump site, inert material landfill+ACI-,Elementary flows/Resource/land,Area,m2,0.00000049940149,,,undefined,,,,
+ACI-Transformation, from dump site, residual material landfill+ACI-,Elementary flows/Resource/land,Area,m2,0.00000026472688,,,undefined,,,,
+ACI-Transformation, from dump site, sanitary landfill+ACI-,Elementary flows/Resource/land,Area,m2,0.00000019160208,,,undefined,,,,
+ACI-Transformation, from dump site, slag compartment+ACI-,Elementary flows/Resource/land,Area,m2,0.0000000016078516,,,undefined,,,,
+ACI-Transformation, from forest+ACI-,Elementary flows/Resource/land,Area,m2,0.000050047609,,,undefined,,,,
+ACI-Transformation, from forest, extensive+ACI-,Resources/Unspecified,Area,m2,0.000013936802,,,undefined,,,,
+ACI-Transformation, from forest, intensive, clear+AC0-cutting+ACI-,Elementary flows/Resource/land,Area,m2,0.0000070554652,,,undefined,,,,
+ACI-Transformation, from forest, intensive, short+AC0-cycle+ACI-,Resources/Unspecified,Area,m2,0.00020782888,,,undefined,,,,
+ACI-Transformation, from industrial area, benthos+ACI-,Elementary flows/Resource/land,Area,m2,3.4361625E+AC0-13,,,undefined,,,,
+ACI-Transformation, from industrial area, built up+ACI-,Elementary flows/Resource/land,Area,m2,0.0000033806643,,,undefined,,,,
+ACI-Transformation, from industrial area, built up+ACI-,Elementary flows/Resource/land,Area,m2,0.000000013341887,,,undefined,,,,
+ACI-Transformation, from industrial area, vegetation+ACI-,Elementary flows/Resource/land,Area,m2,0.0000057670154,,,undefined,,,,
+ACI-Transformation, from mineral extraction site+ACI-,Resources/Unspecified,Area,m2,1.8242059E+AC0-13,,,undefined,,,,
+ACI-Transformation, from mineral extraction site+ACI-,Elementary flows/Resource/land,Area,m2,0.000037946476,,,undefined,,,,
+ACI-Transformation, from pasture and meadow+ACI-,Elementary flows/Resource/land,Area,m2,0.000033523414,,,undefined,,,,
+ACI-Transformation, from pasture and meadow, intensive+ACI-,Elementary flows/Resource/land,Area,m2,1.6412439E+AC0-12,,,undefined,,,,
+ACI-Transformation, from sea and ocean+ACI-,Elementary flows/Resource/land,Area,m2,0.000010444416,,,undefined,,,,
+ACI-Transformation, from shrub land, sclerophyllous+ACI-,Elementary flows/Resource/land,Area,m2,0.0000011913808,,,undefined,,,,
+ACI-Transformation, from tropical rain forest+ACI-,Elementary flows/Resource/land,Area,m2,0.00000045247626,,,undefined,,,,
+ACI-Transformation, from tropical rain forest+ACI-,Elementary flows/Resource/land,Area,m2,0.0000070554652,,,undefined,,,,
+ACI-Transformation, from unknown+ACI-,Resources/Unspecified,Area,m2,1.8242059E+AC0-13,,,undefined,,,,
+ACI-Transformation, from unknown+ACI-,Elementary flows/Resource/land,Area,m2,0.000010969507,,,undefined,,,,
+ACI-Transformation, to arable+ACI-,Elementary flows/Resource/land,Area,m2,0.0000001470213,,,undefined,,,,
+ACI-Transformation, to arable, non+AC0-irrigated+ACI-,Elementary flows/Resource/land,Area,m2,0.000033748376,,,undefined,,,,
+ACI-Transformation, to arable, non+AC0-irrigated, fallow+ACI-,Elementary flows/Resource/land,Area,m2,0.000000034872155,,,undefined,,,,
+ACI-Transformation, to dump site+ACI-,Elementary flows/Resource/land,Area,m2,0.00000030096189,,,undefined,,,,
+ACI-Transformation, to dump site, benthos+ACI-,Elementary flows/Resource/land,Area,m2,0.000010421951,,,undefined,,,,
+ACI-Transformation, to dump site, inert material landfill+ACI-,Elementary flows/Resource/land,Area,m2,0.00000049940149,,,undefined,,,,
+ACI-Transformation, to dump site, residual material landfill+ACI-,Elementary flows/Resource/land,Area,m2,0.00000026474365,,,undefined,,,,
+ACI-Transformation, to dump site, sanitary landfill+ACI-,Elementary flows/Resource/land,Area,m2,0.00000019160208,,,undefined,,,,
+ACI-Transformation, to dump site, slag compartment+ACI-,Elementary flows/Resource/land,Area,m2,0.0000000016078516,,,undefined,,,,
+ACI-Transformation, to forest+ACI-,Elementary flows/Resource/land,Area,m2,0.0000065797262,,,undefined,,,,
+ACI-Transformation, to forest, extensive+ACI-,Resources/Unspecified,Area,m2,0.000013936802,,,undefined,,,,
+ACI-Transformation, to forest, intensive, clear+AC0-cutting+ACI-,Elementary flows/Resource/land,Area,m2,0.0000070554652,,,undefined,,,,
+ACI-Transformation, to forest, intensive, normal+ACI-,Elementary flows/Resource/land,Area,m2,0.000000084956191,,,undefined,,,,
+ACI-Transformation, to forest, intensive, normal+ACI-,Elementary flows/Resource/land,Area,m2,0.00000032971738,,,undefined,,,,
+ACI-Transformation, to forest, intensive, short+AC0-cycle+ACI-,Elementary flows/Resource/land,Area,m2,0.0000070554652,,,undefined,,,,
+ACI-Transformation, to forest, intensive, short+AC0-cycle+ACI-,Resources/Unspecified,Area,m2,0.00020782888,,,undefined,,,,
+ACI-Transformation, to heterogeneous, agricultural+ACI-,Elementary flows/Resource/land,Area,m2,0.0000018887182,,,undefined,,,,
+ACI-Transformation, to industrial area, benthos+ACI-,Elementary flows/Resource/land,Area,m2,0.000000022465684,,,undefined,,,,
+ACI-Transformation, to industrial area, built up+ACI-,Elementary flows/Resource/land,Area,m2,0.000011340605,,,undefined,,,,
+ACI-Transformation, to industrial area, built up+ACI-,Elementary flows/Resource/land,Area,m2,0.00000083938801,,,undefined,,,,
+ACI-Transformation, to industrial area, vegetation+ACI-,Elementary flows/Resource/land,Area,m2,0.0000043255768,,,undefined,,,,
+ACI-Transformation, to mineral extraction site+ACI-,Resources/Unspecified,Area,m2,1.8242059E+AC0-13,,,undefined,,,,
+ACI-Transformation, to mineral extraction site+ACI-,Elementary flows/Resource/land,Area,m2,0.00007623031,,,undefined,,,,
+ACI-Transformation, to pasture and meadow+ACI-,Elementary flows/Resource/land,Area,m2,0.000031813739,,,undefined,,,,
+ACI-Transformation, to permanent crop, fruit, intensive+ACI-,Elementary flows/Resource/land,Area,m2,0.000000015409018,,,undefined,,,,
+ACI-Transformation, to sea and ocean+ACI-,Elementary flows/Resource/land,Area,m2,3.4361625E+AC0-13,,,undefined,,,,
+ACI-Transformation, to shrub land, sclerophyllous+ACI-,Elementary flows/Resource/land,Area,m2,0.00000098703015,,,undefined,,,,
+ACI-Transformation, to traffic area, rail network+ACI-,Elementary flows/Resource/land,Area,m2,0.00000007428914,,,undefined,,,,
+ACI-Transformation, to traffic area, road embankment+ACI-,Elementary flows/Resource/land,Area,m2,0.000000050902571,,,undefined,,,,
+ACI-Transformation, to traffic area, road embankment+ACI-,Elementary flows/Resource/land,Area,m2,0.00000006758637,,,undefined,,,,
+ACI-Transformation, to traffic area, road network+ACI-,Elementary flows/Resource/land,Area,m2,0.0000011621889,,,undefined,,,,
+ACI-Transformation, to unknown+ACI-,Elementary flows/Resource/land,Area,m2,0.000007610683,,,undefined,,,,
+ACI-Transformation, to unknown+ACI-,Resources/Unspecified,Area,m2,1.8242059E+AC0-13,,,undefined,,,,
+ACI-Transformation, to urban, discontinuously built+ACI-,Elementary flows/Resource/land,Area,m2,0.0000000051018869,,,undefined,,,,
+ACI-Transformation, to water bodies, artificial+ACI-,Elementary flows/Resource/land,Area,m2,0.0000016367637,,,undefined,,,,
+ACI-Transformation, to water courses, artificial+ACI-,Elementary flows/Resource/land,Area,m2,0.00000031562072,,,undefined,,,,
Ulexite,Elementary flows/Resource/in ground,Mass,kg,0.000000042514586,,,undefined,,,,
Uranium,Elementary flows/Resource/in ground,Mass,kg,0.000000018191439,,,undefined,,,,
Vermiculite,Elementary flows/Resource/in ground,Mass,kg,1.0490174E+AC0-12,,,undefined,,,,
+ACI-Volume occupied, final repository for low+AC0-active radioactive waste+ACI-,Elementary flows/Resource/in ground,Volume,m3,2.2814747E+AC0-11,,,undefined,,,,
+ACI-Volume occupied, final repository for radioactive waste+ACI-,Elementary flows/Resource/in ground,Volume,m3,4.8926401E+AC0-12,,,undefined,,,,
+ACI-Volume occupied, reservoir+ACI-,Elementary flows/Resource/in water,Volume+ACo-time,m3+ACo-a,0.00092026888,,,undefined,,,,
